# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
yhgH	EC958_3807	EC958_3807	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
yhgI	EC958_3808	EC958_3808	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
yihA	EC958_4343	EC958_4343	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
yihD	EC958_4334	EC958_4334	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yihG	EC958_4339	EC958_4339	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yihI	EC958_4344	EC958_4344	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yjfF	EC958_4724	EC958_4724	protein_coding	0	11	1	113	53	1	0	0	0	0	0	11	60
yjfG	EC958_4726	EC958_4726	protein_coding	0	16	0	133	74	0	0	0	0	0	0	16	59
yjgA	EC958_4727	EC958_4727	protein_coding	0	2	0	127	52	0	0	0	0	0	0	2	75
yjgB	EC958_4759	EC958_4759	protein_coding	0	2	0	39	3	0	0	0	0	0	0	2	36
yjgD	EC958_4749	EC958_4749	protein_coding	0	3	0	38	33	0	0	0	0	0	0	3	5
yjgF	EC958_4737	EC958_4737	protein_coding	0	5	0	73	55	0	0	0	0	0	0	5	18
yjgK	EC958_4745	EC958_4745	protein_coding	0	0	0	38	12	0	0	0	0	0	0	0	26
yjgN	EC958_4751	EC958_4751	protein_coding	0	0	0	42	30	0	0	0	0	0	0	0	12
yjgP	EC958_4756	EC958_4756	protein_coding	0	0	0	34	9	0	0	0	0	0	0	0	25
yjgQ	EC958_4757	EC958_4757	protein_coding	0	0	0	48	39	0	0	0	0	0	0	0	9
yjgR	EC958_4758	EC958_4758	protein_coding	0	0	0	42	1	0	0	0	0	0	0	0	41
yjhA	EC958_0039	EC958_0039	protein_coding	0	8	2	114	50	2	0	0	0	0	0	8	64
yjhS	EC958_0037	EC958_0037	protein_coding	0	7	11	148	62	11	0	0	0	0	0	7	86
yjiA	EC958_0082	EC958_0082	protein_coding	0	7	0	57	12	0	0	0	0	0	0	7	45
yjiD	EC958_0059	EC958_0059	protein_coding	0	0	2	80	49	2	0	0	0	0	0	0	31
yjiE	EC958_0060	EC958_0060	protein_coding	0	6	0	78	31	0	0	0	0	0	0	6	47
yjiG	EC958_0062	EC958_0062	protein_coding	0	8	0	71	36	0	0	0	0	0	0	8	35
yjiH	EC958_0063	EC958_0063	protein_coding	0	5	0	77	44	0	0	0	0	0	0	5	33
yjiJ	EC958_0065	EC958_0065	protein_coding	0	2	1	98	50	1	0	0	0	0	0	2	48
yjiK	EC958_0066	EC958_0066	protein_coding	0	2	1	118	50	1	0	0	0	0	0	2	68
yjiL	EC958_0068	EC958_0068	protein_coding	0	2	0	140	42	0	0	0	0	0	0	2	98
yjiM	EC958_0069	EC958_0069	protein_coding	0	5	0	137	42	0	0	0	0	0	0	5	95
yjiN	EC958_0070	EC958_0070	protein_coding	0	26	1	123	30	1	0	0	0	0	0	26	93
yjiR	EC958_0073	EC958_0073	protein_coding	1	11	3	109	99	3	0	0	1	0	0	11	10
yjiW	EC958_0075	EC958_0075	protein_coding	0	2	2	90	90	2	0	0	0	0	0	2	0
yjiY	EC958_0084	EC958_0084	protein_coding	0	16	2	64	20	2	0	0	0	0	0	16	44
yjjA	EC958_0090	EC958_0090	protein_coding	0	5	2	129	53	2	0	0	0	0	0	5	76
yjjB	EC958_0093	EC958_0093	protein_coding	0	15	1	118	62	1	0	0	0	0	0	15	56
yjjG	EC958_0102	EC958_0102	protein_coding	0	1	2	119	80	2	0	0	0	0	0	1	39
yjjI	EC958_0109	EC958_0109	protein_coding	0	2	2	89	83	2	0	0	0	0	0	2	6
yjjJ	EC958_0115	EC958_0115	protein_coding	0	0	0	11	5	0	0	0	0	0	0	0	6
yjjK	EC958_0121	EC958_0121	protein_coding	0	0	0	6	5	0	0	0	0	0	0	0	1
yjjM	EC958_0087	EC958_0087	protein_coding	0	5	0	102	44	0	0	0	0	0	0	5	58
yjjP	EC958_0094	EC958_0094	protein_coding	0	11	4	116	71	4	0	0	0	0	0	11	45
yjjQ	EC958_0095	EC958_0095	protein_coding	0	4	3	109	35	3	0	0	0	0	0	4	74
yjjT	EC958_0099	EC958_0099	protein_coding	0	3	1	121	74	1	0	0	0	0	0	3	47
yjjU	EC958_0106	EC958_0106	protein_coding	0	20	2	87	45	2	0	0	0	0	0	20	42
yjjV	EC958_0107	EC958_0107	protein_coding	0	17	2	90	26	2	0	0	0	0	0	17	64
yjjW	EC958_0108	EC958_0108	protein_coding	0	14	7	86	76	7	0	0	0	0	0	14	10
yjjX	EC958_0125	EC958_0125	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
yjjY	EC958_0133	EC958_0133	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
ylcE	EC958_1584	EC958_1584	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
yqfB	EC958_3182	EC958_3182	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
yqfE	EC958_3195	EC958_3195	protein_coding	0	0	0	18	3	0	0	0	0	0	0	0	15
yqgA	EC958_3256	EC958_3256	protein_coding	0	8	4	19	0	4	0	0	0	0	0	8	19
yqgD	EC958_5056	EC958_5056	protein_coding	0	0	0	92	14	0	0	0	0	0	0	0	78
yqgE	EC958_3234	EC958_3234	protein_coding	0	4	0	125	56	0	0	0	0	0	0	4	69
yqhA	EC958_3396	EC958_3396	protein_coding	0	2	0	33	31	0	0	0	0	0	0	2	2
yqhC	EC958_3402	EC958_3402	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	1
yqhD	EC958_3403	EC958_3403	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	1
yqhG	EC958_3405	EC958_3405	protein_coding	0	0	0	14	13	0	0	0	0	0	0	0	1
yqhH	EC958_3406	EC958_3406	protein_coding	0	0	0	14	13	0	0	0	0	0	0	0	1
yqiA	EC958_3434	EC958_3434	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
ytfB	EC958_4701	EC958_4701	protein_coding	0	10	2	45	1	2	0	0	0	0	0	10	44
ytfE	EC958_4704	EC958_4704	protein_coding	0	13	1	62	27	1	0	0	0	0	0	13	35
ytfF	EC958_4705	EC958_4705	protein_coding	0	9	1	69	41	1	0	0	0	0	0	9	28
ytfG	EC958_4706	EC958_4706	protein_coding	0	5	2	77	50	2	0	0	0	0	0	5	27
ytfH	EC958_4707	EC958_4707	protein_coding	0	2	2	69	24	2	0	0	0	0	0	2	45
ytfJ	EC958_4710	EC958_4710	protein_coding	0	0	0	86	38	0	0	0	0	0	0	0	48
ytfK	EC958_4711	EC958_4711	protein_coding	0	0	1	83	55	1	0	0	0	0	0	0	28
ytfL	EC958_4712	EC958_4712	protein_coding	0	8	1	81	27	1	0	0	0	0	0	8	54
ytfP	EC958_4717	EC958_4717	protein_coding	0	0	0	107	56	0	0	0	0	0	0	0	51
ytfQ	EC958_4721	EC958_4721	protein_coding	0	22	0	88	57	0	0	0	0	0	0	22	31
ytfR	EC958_4722	EC958_4722	protein_coding	0	25	0	99	52	0	0	0	0	0	0	25	47
ytfT	EC958_4723	EC958_4723	protein_coding	0	8	0	111	54	0	0	0	0	0	0	8	57
